fault_id,closed_date,station_name,fault_type,equipment_type,equipment_quantity,is_formal_registered,suggested_quantity,quantity_basis,camera_name_mention_count,confidence,handler_note,camera_name_mentions
391,2026/1/29,110kV洋浩变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,大门南侧12#枪机、大门东侧5#枪机故障更换 | 地点: 遂昌,大门南侧12#枪机、大门东侧5#枪机故障更换
390,2026/1/28,110kV石练变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧1#摄像机故障更换 | 地点: 遂昌,110kV场地西侧1#摄像机故障更换
387,2026/1/8,110kV寿元变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#电容器室南侧16#摄像机故障更换 | 地点: 莲都,1#电容器室南侧16#摄像机故障更换
386,2026/1/7,110kV东源变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧摄像机故障更换 | 地点: 青田,110kV场地西侧摄像机故障更换
385,2026/1/6,110kV里隆变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室南侧13#摄像机故障更换 | 地点: 缙云,电容器室南侧13#摄像机故障更换
384,2026/1/5,220kV仙都变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,主控楼门厅侧摄像机故障更换 | 地点: 缙云,主控楼门厅侧摄像机故障更换
381,2025/12/10,110kV焦滩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地北侧3#摄像机故障更换,110kV场地北侧3#摄像机故障更换
379,2025/12/8,220kV宏山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东侧8#摄像机改名35kV开关室东侧外墙8#摄像机并更换,110kV场地东侧8#摄像机改名35kV开关室东侧外墙8#摄像机并更换
376,2025/12/2,110kV洋浩变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,大门南侧12#枪机、大门东侧5#枪机因支架备件不足未更换,大门南侧12#枪机、大门东侧5#枪机因支架备件不足未更换
375,2025/12/1,110kV桃园变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,#2主变西侧2#摄像机光纤收发器电源故障更换,#2主变西侧2#摄像机光纤收发器电源故障更换
373,2025/11/19,110kV东山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室6#摄像机故障更换,35kV开关室6#摄像机故障更换
372,2025/11/18,220kV宏山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室外墙9#摄像机故障更换,35kV开关室外墙9#摄像机故障更换
370,2025/10/23,220kV睦田变,光纤收发器异常,,0,FALSE,1,camera_name_mentions,1,medium,#2主变东侧4#摄像机光纤收发器电源更换，10kV场地-8#摄像机光纤收发器水晶头重新制作,#2主变东侧4#摄像机光纤收发器电源更换，10kV场地-8#摄像机光纤收发器水晶头重新制作
369,2025/10/22,110kV水阁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室西侧摄像机故障更换,10kV开关室西侧摄像机故障更换
368,2025/10/21,110kV桃园变,光纤收发器异常,,0,FALSE,1,camera_name_mentions,1,medium,#2主变西南侧2#摄像机更换光纤收发器并更换尾纤,#2主变西南侧2#摄像机更换光纤收发器并更换尾纤
367,2025/10/20,110kV焦滩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室北侧6#摄像机故障更换,10kV开关室北侧6#摄像机故障更换
366,2025/10/14,110kV延庆变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧2#摄像机光纤收发器电源故障更换,110kV场地西侧2#摄像机光纤收发器电源故障更换
365,2025/10/13,220kV松阳变,录像机/硬盘异常,,0,FALSE,1,camera_name_mentions,1,medium,大门南侧11#摄像机水晶头更换，硬盘增加一块8T，录像机故障更换,大门南侧11#摄像机水晶头更换，硬盘增加一块8T，录像机故障更换
364,2025/9/19,220kV鹤溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室北侧29#摄像机故障更换,35kV开关室北侧29#摄像机故障更换
363,2025/9/17,110kV洋浩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室9#摄像机故障更换,10kV开关室9#摄像机故障更换
362,2025/9/16,110kV焦滩变,录像机/硬盘异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,#2主变北侧5#摄像机故障更换，硬盘增加一块8T,#2主变北侧5#摄像机故障更换，硬盘增加一块8T
360,2025/9/5,110kV滨江变,录像机/硬盘异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,继保室南侧11#摄像机故障更换，硬盘增加一块8T,继保室南侧11#摄像机故障更换，硬盘增加一块8T
359,2025/9/4,110kV洋浩变,录像机/硬盘异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#电容器室南侧6#摄像机故障更换，硬盘增加一块8T,1#电容器室南侧6#摄像机故障更换，硬盘增加一块8T
358,2025/9/2,220kV鹤溪变,录像机/硬盘异常,,0,FALSE,1,camera_name_mentions,1,medium,35kV开关室北侧29#摄像机故障未更换，更换8T故障硬盘两块,35kV开关室北侧29#摄像机故障未更换，更换8T故障硬盘两块
357,2025/8/28,220kV龙南变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,电容器室东侧13#摄像机电源线损坏更换后正常,电容器室东侧13#摄像机电源线损坏更换后正常
356,2025/8/27,110kV庆元变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东侧摄像机故障更换,110kV场地东侧摄像机故障更换
355,2025/8/20,110kV金溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室东侧11#摄像机故障更换,电容器室东侧11#摄像机故障更换
354,2025/8/19,110kV官桥变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,GIS室北侧12#摄像机故障更换,GIS室北侧12#摄像机故障更换
353,2025/8/12,220kV鹤溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧5#摄像机故障更换,110kV场地西侧5#摄像机故障更换
352,2025/8/11,110kV黄龙变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,#1主变南侧3#摄像机故障更换,#1主变南侧3#摄像机故障更换
351,2025/8/11,220kV河阳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室东南侧21#摄像机故障更换,35kV开关室东南侧21#摄像机故障更换
347,2025/7/30,110kV金溪变,录像机/硬盘异常,,0,FALSE,1,camera_name_mentions,1,medium,电容器室东侧11#摄像机光纤故障未恢复，录像机故障更换，增加硬盘一块8T,电容器室东侧11#摄像机光纤故障未恢复，录像机故障更换，增加硬盘一块8T
346,2025/7/29,110kV云和变,网络掉线/通信异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,通信机房南侧1#摄像机故障更换,通信机房南侧1#摄像机故障更换
345,2025/7/23,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地8#摄像机故障更换,110kV场地8#摄像机故障更换
344,2025/7/22,220kV海口变,录像机/硬盘异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,#2蓄电池室北侧23#摄像机故障更换，硬盘增加一块8T,#2蓄电池室北侧23#摄像机故障更换，硬盘增加一块8T
343,2025/7/16,110kV龙石变,录像机/硬盘异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室北侧11#球机故障更换，硬盘增加一块8T,电容器室北侧11#球机故障更换，硬盘增加一块8T
340,2025/7/11,110kV缙云变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV外墙17#摄像机故障更换,35kV外墙17#摄像机故障更换
338,2025/6/27,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换蓄电池室1#北侧23#故障摄像机,更换蓄电池室1#北侧23#故障摄像机
337,2025/6/26,110kV侨乡变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换10kV开关室南侧故障摄像机,更换10kV开关室南侧故障摄像机
335,2025/6/24,220kV遂昌变,网络掉线/通信异常,,0,FALSE,1,camera_name_mentions,1,medium,电容器场地东南侧3#摄像机掉线，更换集中电源单路开关后恢复,电容器场地东南侧3#摄像机掉线，更换集中电源单路开关后恢复
332,2025/5/28,110kV石郭变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换#1主变东侧8#摄像机,更换#1主变东侧8#摄像机
331,2025/5/27,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换主控室东侧19#摄像机,更换主控室东侧19#摄像机
330,2025/5/13,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换大门北侧17#摄像机,更换大门北侧17#摄像机
329,2025/5/8,110kV洋浩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换1#电容器室南侧6#摄像机,更换1#电容器室南侧6#摄像机
327,2025/5/7,110kV滨江变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换1#2#电容器室北侧4#摄像机,更换1#2#电容器室北侧4#摄像机
326,2025/4/29,110kV官桥变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,#2主变东侧7#摄像机线路故障，后续更换,#2主变东侧7#摄像机线路故障，后续更换
323,2025/4/23,220kV龙南变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,更换#3主变东侧7#摄像机、大门口11#枪机,更换#3主变东侧7#摄像机、大门口11#枪机
321,2025/4/21,220kV遂昌变,网线/尾纤/链路异常,,0,FALSE,1,camera_name_mentions,1,medium,220kV场地1#摄像机更换尾纤，光纤熔接电容器场地东南侧3#摄像机并调试。,220kV场地1#摄像机更换尾纤，光纤熔接电容器场地东南侧3#摄像机并调试。
319,2025/4/15,110kV官桥变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,#2主变东侧7#摄像机故障更换,#2主变东侧7#摄像机故障更换
317,2025/4/9,110kV延庆变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,110kV西侧场地2#摄像机光纤收发器电源故障更换,110kV西侧场地2#摄像机光纤收发器电源故障更换
315,2025/3/28,220kV龙南变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,水泵房49#摄像机故障更换,水泵房49#摄像机故障更换
310,2025/3/11,110kV杨柳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,#2主变东南侧6#摄像机故障更换,#2主变东南侧6#摄像机故障更换
308,2025/2/27,110kV滨江变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室西侧6#摄像机故障更换,10kV开关室西侧6#摄像机故障更换
307,2025/2/26,110kV秋桐变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kVGIS室东南侧23#摄像机故障更换,110kVGIS室东南侧23#摄像机故障更换
306,2025/2/25,220kV龙南变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,水泵房49#摄像机故障，因无法找到电源位置未能更换。,水泵房49#摄像机故障，因无法找到电源位置未能更换。
304,2025/1/17,110kV黄龙变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室东南侧摄像机故障更换,35kV开关室东南侧摄像机故障更换
302,2025/1/15,110kV水阁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变南侧摄像机故障更换,1#主变南侧摄像机故障更换
300,2025/1/9,110kV叶水变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,大门外枪机故障更换,大门外枪机故障更换
299,2025/1/8,110kV黄南变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,继保室门外5#枪机故障更换12V电源,继保室门外5#枪机故障更换12V电源
298,2025/1/7,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室北侧13#摄像机故障更换,35kV开关室北侧13#摄像机故障更换
296,2024/12/17,110kV缙云变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东侧摄像机故障更换,110kV场地东侧摄像机故障更换
295,2024/12/5,110kV海潮变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室摄像机故障更换,10kV开关室摄像机故障更换
294,2024/12/4,110kV壶镇变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器西南侧9#摄像机故障更换,电容器西南侧9#摄像机故障更换
293,2024/12/3,220kV仙都变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,就地继保室南侧、电容器场地西北侧摄像机故障更换,就地继保室南侧、电容器场地西北侧摄像机故障更换
291,2024/11/20,220kV枫树变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧3#摄像机故障更换,110kV场地西侧3#摄像机故障更换
290,2024/11/19,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,220kV场地南侧2#摄像机故障更换,220kV场地南侧2#摄像机故障更换
289,2024/11/18,110kV壶镇变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,电容器室西南侧9#摄像机故障，人员不足未更换,电容器室西南侧9#摄像机故障，人员不足未更换
288,2024/11/11,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室外墙东侧14#摄像机故障更换,35kV开关室外墙东侧14#摄像机故障更换
286,2024/11/7,110kV焦滩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,大门北侧2#摄像机故障更换,大门北侧2#摄像机故障更换
285,2024/11/6,110kV石练变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,#2主变东北侧2#摄像机故障更换,#2主变东北侧2#摄像机故障更换
283,2024/10/31,220kV海口变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,220kV场地南侧2#、2#主变西侧5#摄像机故障，光纤收发器电源故障，更换光纤收发器通道后恢复,220kV场地南侧2#、2#主变西侧5#摄像机故障，光纤收发器电源故障，更换光纤收发器通道后恢复
282,2024/10/30,110kV黄龙变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室东侧11#摄像机故障更换,10kV开关室东侧11#摄像机故障更换
281,2024/10/29,220kV枫树变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室西侧15#摄像机故障更换,35kV开关室西侧15#摄像机故障更换
276,2024/10/16,110kV高溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kVGIS室西侧摄像机故障更换,110kVGIS室西侧摄像机故障更换
275,2024/10/15,220kV河阳变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,电容器场地西北侧4#、电容器场地西侧7#摄像机故障更换,电容器场地西北侧4#、电容器场地西侧7#摄像机故障更换
274,2024/10/11,220kV枫树变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室西南侧15#摄像机故障更换,35kV开关室西南侧15#摄像机故障更换
273,2024/10/10,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,继保室北侧18#摄像机故障更换,继保室北侧18#摄像机故障更换
271,2024/9/27,110kV云和变,网络掉线/通信异常,,0,FALSE,1,camera_name_mentions,1,medium,12路摄像机掉线更换光纤收发器插槽电源,12路摄像机掉线更换光纤收发器插槽电源
270,2024/9/26,110kV屏都变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,大门枪机故障更换,大门枪机故障更换
269,2024/9/25,110kV金溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变摄像机故障更换,1#主变摄像机故障更换
268,2024/9/24,220kV睦田变,网线/尾纤/链路异常,,0,FALSE,1,camera_name_mentions,1,medium,110kV场地8#摄像机故障，更换电源和水晶头,110kV场地8#摄像机故障，更换电源和水晶头
267,2024/9/20,110kV桃园变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器东北侧5#摄像机故障更换,电容器东北侧5#摄像机故障更换
266,2024/9/19,110kV秋桐变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室外墙24#全景摄像机故障更换,电容器室外墙24#全景摄像机故障更换
265,2024/9/18,110kV安仁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地北侧2#摄像机故障更换,110kV场地北侧2#摄像机故障更换
262,2024/9/10,220kV濛洲变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,220kV场地东侧3#摄像机故障更换,220kV场地东侧3#摄像机故障更换
261,2024/9/9,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,继保室南侧21#摄像机故障更换,继保室南侧21#摄像机故障更换
260,2024/9/9,110kV龙山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#电容器室南8#摄像机故障更换,1#电容器室南8#摄像机故障更换
257,2024/8/29,110kV壶镇变,光纤收发器异常,,0,FALSE,1,camera_name_mentions,1,medium,1#主变南侧摄像机故障，更换光纤收发器电源,1#主变南侧摄像机故障，更换光纤收发器电源
256,2024/8/28,110kV桃园变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变西南侧-1#摄像机故障更换,1#主变西南侧-1#摄像机故障更换
255,2024/8/27,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变东侧摄像机故障更换,1#主变东侧摄像机故障更换
254,2024/8/21,220kV仙都变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室楼顶1#、2#球机（补强）故障更换,35kV开关室楼顶1#、2#球机（补强）故障更换
253,2024/8/20,220kV海口变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,#2主变西侧、电容器场地西北侧、220kV场地东南侧20#摄像机光纤收发器电源故障更换通道,#2主变西侧、电容器场地西北侧、220kV场地东南侧20#摄像机光纤收发器电源故障更换通道
252,2024/8/19,220kV金亭变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室东北侧29#摄像机故障更换,35kV开关室东北侧29#摄像机故障更换
251,2024/8/15,220kV宏山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,继保室北侧19#摄像机故障更换,继保室北侧19#摄像机故障更换
250,2024/8/14,110kV芳野变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地南侧1#摄像机故障更换,110kV场地南侧1#摄像机故障更换
248,2024/8/5,110kV温溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室5#摄像机故障更换,10kV开关室5#摄像机故障更换
247,2024/7/25,110kV延庆变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧2#摄像机光纤收发器电源故障更换,110kV场地西侧2#摄像机光纤收发器电源故障更换
246,2024/7/24,110kV桃园变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,2#主变西南侧2#摄像机、大门东北侧3#摄像机光纤收发器电源故障更换,2#主变西南侧2#摄像机、大门东北侧3#摄像机光纤收发器电源故障更换
245,2024/7/23,220kV濛洲变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,220kV场地西北侧2#摄像机更换,220kV场地西北侧2#摄像机更换
244,2024/7/18,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变南侧12#摄像机电源转换器故障备件不足，35kV开关室外墙北侧13#摄像机故障更换,2#主变南侧12#摄像机电源转换器故障备件不足，35kV开关室外墙北侧13#摄像机故障更换
243,2024/7/16,220kV河阳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,室外大门西北侧11#摄像机故障更换,室外大门西北侧11#摄像机故障更换
242,2024/7/11,110kV张村变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,室外场地西侧2#摄像机故障更换，电源转接器故障更换,室外场地西侧2#摄像机故障更换，电源转接器故障更换
240,2024/7/9,110kV东源变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室8#摄像机故障更换,电容器室8#摄像机故障更换
239,2024/7/8,110kV景宁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西南侧1#摄像机故障更换,110kV场地西南侧1#摄像机故障更换
234,2024/6/12,110kV景宁变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,110kV场地西南侧1#摄像机，因下雨未更换,110kV场地西南侧1#摄像机，因下雨未更换
233,2024/6/4,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变东北侧-3#摄像机故障更换,2#主变东北侧-3#摄像机故障更换
232,2024/5/31,110kV延庆变,集中电源/供电异常,,0,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧2#摄像机光纤收发器电源故障更换,110kV场地西侧2#摄像机光纤收发器电源故障更换
231,2024/5/29,110kV壶镇变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室东北侧11#摄像机故障更换,10kV开关室东北侧11#摄像机故障更换
230,2024/5/29,110kV雁门变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,主控室西南侧14#摄像机故障更换,主控室西南侧14#摄像机故障更换
229,2024/5/21,220kV海口变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,2#主变北侧摄像机故障，因下雨未更换,2#主变北侧摄像机故障，因下雨未更换
228,2024/5/20,110kV延庆变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地3#摄像机故障更换,110kV场地3#摄像机故障更换
225,2024/5/13,110kV壶镇变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室西北侧10#摄像机故障更换,10kV开关室西北侧10#摄像机故障更换
224,2024/4/29,110kV白云变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室东侧8#摄像机故障更换,10kV开关室东侧8#摄像机故障更换
223,2024/4/28,220kV仙都变,网络掉线/通信异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1楼通信机房北侧15#摄像机故障更换，排除市公司上传故障,1楼通信机房北侧15#摄像机故障更换，排除市公司上传故障
222,2024/4/28,110kV缙云变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,35kV开关室北侧4#摄像机、电容器室（3#、4#）摄像机故障更换,35kV开关室北侧4#摄像机、电容器室（3#、4#）摄像机故障更换
